Topics,Alpha,Eta,Coherence
6,0.01,symmetric,-2.7185048987199694
6,0.31,0.01,-1.8960549263929414
6,0.31,0.31,-2.0536829934251197
6,0.31,0.61,-3.5635689919403184
6,0.31,0.9099999999999999,-3.3799544676246156
6,0.31,symmetric,-2.050698753140951
6,0.61,0.01,-1.8847001384922004
6,0.61,0.31,-2.152195908392546
6,0.61,0.61,-2.4040367244083445
6,0.61,0.9099999999999999,-3.0900003161432608
6,0.61,symmetric,-2.1749872696683106
6,0.9099999999999999,0.01,-1.9240718176770786
6,0.9099999999999999,0.31,-1.9254883738516557
6,0.9099999999999999,0.61,-1.8188707504033943
6,0.9099999999999999,0.9099999999999999,-1.8471018673045971
6,0.9099999999999999,symmetric,-1.9167218505823473
6,symmetric,0.01,-1.985079262289168
6,symmetric,0.31,-3.4933885066673493
6,symmetric,0.61,-3.6685337020240234
6,symmetric,0.9099999999999999,-3.319739214445088
6,symmetric,symmetric,-2.6945676306186157
6,asymmetric,0.01,-2.3757974791797114
6,asymmetric,0.31,-3.408579518430509
6,asymmetric,0.61,-3.5368222739424175
6,asymmetric,0.9099999999999999,-3.349301578967399
6,asymmetric,symmetric,-3.0711320674842377
7,0.01,0.01,-2.335257512913892
7,0.01,0.31,-3.954997003551024
7,0.01,0.61,-5.608037651729627
7,0.01,0.9099999999999999,-5.497483198295397
7,0.01,symmetric,-3.499944363683485
7,0.31,0.01,-1.9642739445478388
7,0.31,0.31,-3.370394543769051
7,0.31,0.61,-3.6151450320943037
7,0.31,0.9099999999999999,-3.4636165519097544
7,0.31,symmetric,-3.1697127648511336
7,0.61,0.01,-1.9195202883655351
7,0.61,0.31,-2.24441013253965
7,0.61,0.61,-2.5510892794374675
7,0.61,0.9099999999999999,-3.108977406772833
7,0.61,symmetric,-2.235890505392838
7,0.9099999999999999,0.01,-1.889299058916046
7,0.9099999999999999,0.31,-1.9214078410282203
7,0.9099999999999999,0.61,-1.9091521375940175
7,0.9099999999999999,0.9099999999999999,-1.9104000651679605
7,0.9099999999999999,symmetric,-1.9020199153971575
7,symmetric,0.01,-2.0243879589878824
7,symmetric,0.31,-2.9920151101561268
7,symmetric,0.61,-5.044910193753737
7,symmetric,0.9099999999999999,-5.582557764341928
7,symmetric,symmetric,-3.3289990655905326
7,asymmetric,0.01,-2.1603141104363877
7,asymmetric,0.31,-3.971798507398337
7,asymmetric,0.61,-4.624172139104437
7,asymmetric,0.9099999999999999,-7.842776437414072
7,asymmetric,symmetric,-3.3433759236740026
8,0.01,0.01,-2.0799784035031643
8,0.01,0.31,-3.132254223578439
8,0.01,0.61,-3.161467703930996
8,0.01,0.9099999999999999,-4.908893003845051
8,0.01,symmetric,-2.6250127867509847
8,0.31,0.01,-2.0057907007784905
8,0.31,0.31,-2.469511989074479
8,0.31,0.61,-3.0327931281369107
8,0.31,0.9099999999999999,-3.2585644075541307
8,0.31,symmetric,-2.3449047142200596
8,0.61,0.01,-1.9039085817738415
8,0.61,0.31,-2.4642483146611904
8,0.61,0.61,-2.395603102800732
8,0.61,0.9099999999999999,-2.9909997592224657
8,0.61,symmetric,-1.972428837877795
8,0.9099999999999999,0.01,-1.962650202129859
8,0.9099999999999999,0.31,-1.9285595456297369
8,0.9099999999999999,0.61,-2.1120800148006538
8,0.9099999999999999,0.9099999999999999,-2.125306476683252
8,0.9099999999999999,symmetric,-1.9500447466037705
8,symmetric,0.01,-2.0188127351113985
8,symmetric,0.31,-3.004448665730206
8,symmetric,0.61,-3.17670012075211
8,symmetric,0.9099999999999999,-3.1726101318114113
8,symmetric,symmetric,-2.5665371476441043
8,asymmetric,0.01,-2.105796873977213
8,asymmetric,0.31,-3.273638072831269
8,asymmetric,0.61,-3.7149050057089097
8,asymmetric,0.9099999999999999,-6.774441765311346
8,asymmetric,symmetric,-2.5815107101515506
9,0.01,0.01,-2.268832194816783
9,0.01,0.31,-4.044087007439838
