Topics,Alpha,Eta,Coherence
6,asymmetric,0.01,-4.415573816355258
6,asymmetric,0.31,-8.572438536234978
6,asymmetric,0.61,-10.361537865782884
6,asymmetric,0.9099999999999999,-10.232572787313012
6,asymmetric,symmetric,-6.242618168383783
7,0.01,0.01,-3.184611298474176
7,0.01,0.31,-6.382247989207116
7,0.01,0.61,-11.714427843567412
7,0.01,0.9099999999999999,-11.508527574492089
7,0.01,symmetric,-5.92327733667649
7,0.31,0.01,-3.0563700088557337
7,0.31,0.31,-6.285009403482109
7,0.31,0.61,-8.757179287470139
7,0.31,0.9099999999999999,-10.605803426708801
7,0.31,symmetric,-4.455937840269307
7,0.61,0.01,-2.945741233881219
7,0.61,0.31,-6.535950370846995
7,0.61,0.61,-9.880379854543992
7,0.61,0.9099999999999999,-11.178672513685825
7,0.61,symmetric,-4.32665175939755
7,0.9099999999999999,0.01,-2.6910959127540637
7,0.9099999999999999,0.31,-6.523552926042538
7,0.9099999999999999,0.61,-9.54732352831601
7,0.9099999999999999,0.9099999999999999,-10.378741735884782
7,0.9099999999999999,symmetric,-4.0628195475852324
7,symmetric,0.01,-3.2937081098850585
7,symmetric,0.31,-6.20006478122995
7,symmetric,0.61,-8.911453806464577
7,symmetric,0.9099999999999999,-11.835606145111614
7,symmetric,symmetric,-5.088037128999501
7,asymmetric,0.01,-3.837389598952229
7,asymmetric,0.31,-9.547973248741673
7,asymmetric,0.61,-11.794020261458272
7,asymmetric,0.9099999999999999,-12.102409010947033
7,asymmetric,symmetric,-5.07628661488983
8,0.01,0.01,-3.7591847821535307
8,0.01,0.31,-9.765679299780809
8,0.01,0.61,-10.782669921965208
8,0.01,0.9099999999999999,-8.774552945037442
8,0.01,symmetric,-6.754990559447531
8,0.31,0.01,-3.278338440250743
8,0.31,0.31,-7.168373207715804
8,0.31,0.61,-10.70090337767802
8,0.31,0.9099999999999999,-10.175093129850111
8,0.31,symmetric,-5.882191060238009
8,0.61,0.01,-3.1603088891855053
8,0.61,0.31,-6.947991743315477
8,0.61,0.61,-10.368348757426839
8,0.61,0.9099999999999999,-12.457079790035518
8,0.61,symmetric,-5.28078918829194
8,0.9099999999999999,0.01,-2.819057326712733
8,0.9099999999999999,0.31,-6.834869300527753
8,0.9099999999999999,0.61,-10.837721546009838
8,0.9099999999999999,0.9099999999999999,-12.423746693013575
8,0.9099999999999999,symmetric,-4.5547843627449875
8,symmetric,0.01,-3.5433347496474457
8,symmetric,0.31,-8.134556884955305
8,symmetric,0.61,-10.894264776080778
8,symmetric,0.9099999999999999,-9.170642628636188
8,symmetric,symmetric,-7.852288183932248
8,asymmetric,0.01,-5.3419702007525505
8,asymmetric,0.31,-10.218317660430987
8,asymmetric,0.61,-10.754159447315061
8,asymmetric,0.9099999999999999,-8.98487422057713
8,asymmetric,symmetric,-7.80194567605712
9,0.01,0.01,-3.8309259165383356
9,0.01,0.31,-9.795550080794868
9,0.01,0.61,-11.031418918462798
9,0.01,0.9099999999999999,-12.268454952583053
9,0.01,symmetric,-6.327491014291052
9,0.31,0.01,-3.1360271516543348
9,0.31,0.31,-7.3448517827309985
9,0.31,0.61,-13.088475688906035
9,0.31,0.9099999999999999,-11.175640232000694
9,0.31,symmetric,-6.198009855576888
9,0.61,0.01,-3.122243141006733
9,0.61,0.31,-8.130666779090499
9,0.61,0.61,-11.277991537110804
9,0.61,0.9099999999999999,-13.105943039428906
9,0.61,symmetric,-5.876760999777657
9,0.9099999999999999,0.01,-3.0061642169507623
9,0.9099999999999999,0.31,-7.342759862321415
9,0.9099999999999999,0.61,-12.460354208980274
9,0.9099999999999999,0.9099999999999999,-13.581624726408187
9,0.9099999999999999,symmetric,-4.528857366080224
9,symmetric,0.01,-3.504396684588771
9,symmetric,0.31,-8.62408391385989
9,symmetric,0.61,-13.261137889511211
9,symmetric,0.9099999999999999,-11.910725053598965
9,symmetric,symmetric,-6.450034114908356
9,asymmetric,0.01,-5.70701448969459
9,asymmetric,0.31,-11.823568670900205
9,asymmetric,0.61,-10.518472395429963
9,asymmetric,0.9099999999999999,-8.176890178824749
9,asymmetric,symmetric,-9.706256381164316
